age,job,marital,education,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,unemployed,married,secondary,no,no,no,cellular,29,dec,1370,3,209,3,success,yes
48,admin.,single,secondary,no,yes,no,unknown,28,may,357,1,-1,0,unknown,no
37,admin.,married,secondary,no,no,no,cellular,22,jul,22,6,-1,0,unknown,no
29,technician,single,tertiary,no,yes,no,cellular,16,apr,215,3,321,3,other,no
34,admin.,married,secondary,no,yes,no,cellular,31,jul,56,4,-1,0,unknown,no
32,services,married,primary,no,yes,no,cellular,21,jul,1017,6,-1,0,unknown,yes
30,management,single,tertiary,no,no,no,cellular,16,apr,298,4,-1,0,unknown,yes
47,management,divorced,tertiary,no,no,yes,unknown,7,may,126,1,-1,0,unknown,no
33,blue-collar,married,primary,no,no,no,unknown,20,sep,9,1,-1,0,unknown,no
33,management,single,tertiary,no,yes,no,cellular,5,feb,8,1,254,5,failure,no
63,retired,married,primary,no,no,no,cellular,14,oct,201,1,183,1,success,no
51,self-employed,divorced,primary,no,no,no,cellular,6,may,106,2,-1,0,unknown,no
41,management,married,tertiary,no,yes,yes,cellular,21,nov,164,1,176,1,failure,no
56,retired,married,tertiary,no,no,no,cellular,5,feb,97,1,-1,0,unknown,no
60,management,single,tertiary,no,no,yes,cellular,23,jul,151,1,-1,0,unknown,no
41,self-employed,single,tertiary,no,yes,no,unknown,30,may,96,2,-1,0,unknown,no
37,management,single,unknown,no,yes,no,cellular,16,apr,555,1,-1,0,unknown,no
36,blue-collar,single,secondary,no,yes,yes,cellular,11,may,270,2,347,1,failure,no
57,management,married,tertiary,no,no,no,cellular,29,jul,339,3,-1,0,unknown,no
55,management,married,primary,no,no,no,cellular,4,sep,328,2,94,2,success,yes
44,admin.,married,secondary,no,yes,yes,unknown,16,may,159,1,-1,0,unknown,no
47,self-employed,married,tertiary,no,yes,no,cellular,6,may,323,2,364,1,failure,no
31,blue-collar,married,secondary,no,yes,no,cellular,20,apr,342,1,-1,0,unknown,no
35,management,married,tertiary,yes,yes,no,cellular,21,nov,180,1,-1,0,unknown,no
39,management,married,tertiary,no,no,yes,cellular,28,jul,60,3,-1,0,unknown,no
50,management,married,tertiary,no,no,no,cellular,17,nov,223,1,96,2,failure,no
29,management,married,tertiary,no,yes,no,cellular,18,may,1434,2,356,4,failure,no
30,services,single,secondary,no,yes,no,unknown,6,may,30,2,-1,0,unknown,no
46,services,married,secondary,no,yes,no,unknown,16,may,134,4,-1,0,unknown,no
27,management,single,unknown,no,no,no,cellular,9,feb,10,2,-1,0,unknown,no
48,admin.,divorced,secondary,no,no,no,cellular,2,apr,397,2,-1,0,unknown,yes
26,student,single,secondary,no,yes,no,cellular,5,may,620,1,-1,0,unknown,no
36,management,single,tertiary,no,no,no,cellular,21,nov,6,6,-1,0,unknown,no
42,blue-collar,married,primary,no,yes,yes,cellular,7,may,209,2,-1,0,unknown,no
50,housemaid,married,primary,no,yes,no,unknown,15,may,419,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,yes,no,cellular,18,nov,283,2,-1,0,unknown,no
45,management,married,tertiary,no,no,no,cellular,8,aug,188,2,-1,0,unknown,no
23,student,single,secondary,no,no,no,cellular,16,sep,267,1,-1,0,unknown,no
38,technician,single,secondary,no,yes,no,cellular,7,apr,196,2,-1,0,unknown,no
32,management,single,tertiary,no,yes,no,cellular,17,apr,245,1,149,2,failure,no
60,technician,single,primary,no,no,no,cellular,26,aug,323,1,-1,0,unknown,yes
30,entrepreneur,married,secondary,no,yes,no,cellular,19,nov,1065,1,183,1,other,no
58,housemaid,married,tertiary,no,no,no,unknown,11,jun,138,5,-1,0,unknown,no
60,retired,married,primary,no,no,no,cellular,4,jun,207,1,-1,0,unknown,no
38,services,married,secondary,no,no,no,unknown,25,jun,456,3,-1,0,unknown,no
51,technician,married,secondary,no,yes,no,cellular,5,aug,261,1,-1,0,unknown,no
42,admin.,married,secondary,no,yes,no,cellular,11,may,80,1,308,4,failure,no
30,services,single,secondary,no,yes,no,cellular,18,may,131,6,363,9,failure,no
40,management,married,primary,no,yes,no,unknown,6,jun,94,7,-1,0,unknown,no
37,management,married,tertiary,no,yes,no,cellular,14,may,567,3,275,4,failure,yes
53,technician,divorced,primary,no,yes,no,unknown,30,may,153,1,-1,0,unknown,no
27,services,single,secondary,no,yes,no,cellular,13,may,109,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,yes,no,cellular,30,apr,53,1,325,1,failure,no
39,blue-collar,married,primary,no,yes,no,unknown,16,jun,77,1,-1,0,unknown,no
59,retired,married,tertiary,no,no,no,telephone,27,mar,234,2,-1,0,unknown,yes
37,services,married,secondary,no,yes,no,telephone,13,may,121,2,341,4,failure,no
41,blue-collar,married,primary,no,yes,no,cellular,15,jul,155,2,-1,0,unknown,no
45,blue-collar,married,primary,no,no,no,cellular,17,apr,108,1,-1,0,unknown,no
48,management,married,tertiary,no,no,no,unknown,17,jun,159,3,-1,0,unknown,no
48,technician,married,secondary,no,yes,no,unknown,26,may,208,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,no,no,cellular,12,may,215,1,-1,0,unknown,no
35,services,married,secondary,no,yes,no,unknown,6,may,597,3,-1,0,unknown,no
33,management,single,tertiary,no,yes,no,cellular,4,feb,505,2,260,1,other,no
28,blue-collar,single,primary,no,yes,yes,unknown,3,jun,380,4,-1,0,unknown,no
64,retired,married,unknown,no,no,no,cellular,12,mar,120,1,-1,0,unknown,no
35,technician,married,secondary,no,no,no,cellular,27,aug,106,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,yes,no,cellular,14,may,332,2,358,2,failure,no
41,technician,married,secondary,no,yes,no,unknown,15,may,221,4,-1,0,unknown,no
34,admin.,married,secondary,no,yes,no,cellular,4,jun,80,1,-1,0,unknown,no
37,technician,single,tertiary,no,no,no,cellular,4,may,60,5,87,1,success,no
38,blue-collar,married,primary,no,yes,yes,telephone,13,may,212,3,-1,0,unknown,no
39,blue-collar,married,primary,no,yes,no,cellular,14,apr,493,3,-1,0,unknown,no
35,technician,divorced,tertiary,no,yes,no,cellular,19,nov,98,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,no,yes,cellular,8,jul,681,1,-1,0,unknown,yes
27,blue-collar,single,secondary,no,no,no,cellular,22,jul,203,1,-1,0,unknown,no
48,retired,married,primary,yes,no,yes,cellular,19,nov,157,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,no,no,unknown,16,jun,287,1,-1,0,unknown,no
45,self-employed,married,secondary,no,yes,no,cellular,7,aug,159,2,-1,0,unknown,no
41,technician,married,tertiary,no,yes,no,unknown,14,may,125,1,-1,0,unknown,no
39,technician,married,secondary,no,no,no,cellular,8,jul,202,2,-1,0,unknown,no
44,management,married,secondary,no,yes,no,telephone,8,may,37,3,303,1,failure,no
54,admin.,married,secondary,no,no,no,cellular,28,jan,161,1,98,2,failure,yes
49,management,married,tertiary,no,no,no,cellular,6,aug,72,4,-1,0,unknown,no
34,blue-collar,single,secondary,no,no,no,cellular,2,feb,342,1,-1,0,unknown,no
75,retired,divorced,tertiary,no,yes,no,cellular,16,nov,262,1,183,1,failure,yes
42,management,married,tertiary,no,no,no,cellular,13,aug,325,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,no,no,telephone,19,aug,223,7,-1,0,unknown,no
49,management,divorced,tertiary,no,no,no,cellular,31,jul,1212,4,-1,0,unknown,yes
31,services,single,secondary,no,no,no,cellular,29,aug,319,2,-1,0,unknown,no
45,blue-collar,single,primary,no,no,no,cellular,29,jan,182,2,-1,0,unknown,no
39,self-employed,married,secondary,no,yes,yes,cellular,17,jul,330,1,-1,0,unknown,no
46,technician,married,secondary,no,yes,yes,cellular,19,nov,514,1,-1,0,unknown,no
42,admin.,divorced,secondary,no,yes,no,unknown,14,may,213,1,-1,0,unknown,no
37,management,married,tertiary,no,yes,no,cellular,7,may,551,1,351,1,failure,no
26,technician,single,tertiary,no,yes,no,cellular,16,apr,472,2,-1,0,unknown,no
37,management,single,tertiary,no,yes,no,cellular,15,apr,140,4,327,2,failure,no
36,services,single,secondary,no,yes,no,unknown,7,may,142,1,-1,0,unknown,no
29,blue-collar,single,primary,no,yes,no,unknown,4,jun,135,3,-1,0,unknown,no
36,blue-collar,married,primary,no,yes,yes,unknown,23,may,293,1,-1,0,unknown,no
26,technician,married,tertiary,no,yes,no,unknown,13,may,107,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,yes,no,unknown,20,may,127,2,-1,0,unknown,no
40,management,married,tertiary,no,yes,no,cellular,20,nov,1816,1,-1,0,unknown,no
53,management,married,primary,no,no,no,cellular,4,feb,200,3,-1,0,unknown,no
29,management,married,tertiary,no,yes,no,cellular,12,may,418,1,-1,0,unknown,no
34,technician,single,tertiary,no,yes,no,cellular,22,jul,387,4,-1,0,unknown,no
43,blue-collar,married,secondary,no,no,no,cellular,5,may,156,1,337,3,failure,no
56,management,married,tertiary,no,no,yes,cellular,21,jul,121,2,-1,0,unknown,no
55,entrepreneur,divorced,tertiary,no,no,no,unknown,6,jun,108,2,-1,0,unknown,no
31,self-employed,married,tertiary,no,yes,no,cellular,7,may,47,1,-1,0,unknown,no
27,admin.,single,secondary,no,yes,no,cellular,20,apr,16,5,322,4,other,no
36,management,married,secondary,no,yes,no,cellular,18,nov,54,2,-1,0,unknown,no
44,management,married,tertiary,no,yes,no,cellular,6,aug,265,2,-1,0,unknown,no
37,admin.,divorced,tertiary,no,yes,no,unknown,23,may,168,1,-1,0,unknown,no
30,admin.,single,secondary,no,yes,no,cellular,7,may,115,3,-1,0,unknown,no
42,technician,single,secondary,no,no,no,cellular,26,aug,31,8,-1,0,unknown,no
30,management,married,tertiary,no,yes,no,telephone,25,jul,279,4,-1,0,unknown,yes
62,retired,married,secondary,no,no,no,cellular,1,sep,28,2,-1,0,unknown,no
24,blue-collar,married,secondary,no,yes,no,cellular,20,apr,369,1,-1,0,unknown,no
31,technician,married,secondary,no,yes,no,unknown,13,may,247,1,-1,0,unknown,no
66,retired,married,tertiary,no,no,no,cellular,22,apr,155,1,-1,0,unknown,no
47,admin.,married,secondary,no,no,no,cellular,10,jul,89,1,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,yes,no,cellular,17,nov,180,1,-1,0,unknown,no
35,technician,married,secondary,no,yes,no,cellular,18,nov,854,1,-1,0,unknown,yes
35,admin.,divorced,secondary,no,yes,no,cellular,17,apr,46,1,-1,0,unknown,no
27,technician,married,secondary,no,yes,yes,unknown,28,may,266,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,yes,no,cellular,5,may,321,2,-1,0,unknown,no
44,management,married,tertiary,no,no,no,cellular,28,aug,99,24,-1,0,unknown,no
42,blue-collar,married,secondary,no,yes,no,unknown,9,may,147,1,-1,0,unknown,no
34,self-employed,single,tertiary,no,no,no,cellular,30,apr,430,1,-1,0,unknown,yes
25,services,single,secondary,no,no,yes,cellular,7,jul,264,1,-1,0,unknown,no
40,technician,single,secondary,no,no,no,cellular,16,jul,156,6,-1,0,unknown,no
43,management,divorced,tertiary,no,no,no,cellular,26,may,118,1,102,2,failure,no
55,unemployed,married,tertiary,no,no,no,unknown,6,may,343,3,-1,0,unknown,no
50,blue-collar,married,secondary,no,yes,no,cellular,7,aug,226,3,-1,0,unknown,no
45,management,divorced,tertiary,no,no,no,unknown,1,jun,5,1,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,yes,no,cellular,20,nov,138,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,yes,no,cellular,10,sep,185,1,99,5,success,yes
59,housemaid,married,secondary,no,no,no,telephone,3,feb,722,1,99,4,failure,no
34,self-employed,married,secondary,no,yes,no,unknown,21,may,748,1,-1,0,unknown,no
39,management,married,tertiary,no,yes,no,unknown,26,may,142,1,-1,0,unknown,no
40,management,single,secondary,no,yes,no,cellular,17,nov,523,3,-1,0,unknown,no
36,blue-collar,single,primary,no,yes,no,unknown,20,jun,8,10,-1,0,unknown,no
40,management,married,tertiary,no,yes,no,cellular,17,nov,153,1,-1,0,unknown,no
55,self-employed,married,secondary,no,yes,no,unknown,20,may,210,2,-1,0,unknown,no
38,entrepreneur,married,secondary,yes,yes,no,cellular,10,jul,121,1,-1,0,unknown,no
61,admin.,married,secondary,no,no,no,cellular,12,mar,212,1,-1,0,unknown,yes
41,management,married,tertiary,no,yes,no,unknown,21,may,253,3,-1,0,unknown,no
57,blue-collar,married,primary,no,yes,no,unknown,13,may,139,4,-1,0,unknown,no
48,blue-collar,married,secondary,no,yes,no,unknown,9,may,71,1,-1,0,unknown,no
77,retired,married,tertiary,no,no,no,telephone,4,may,421,1,92,2,success,yes
35,services,married,secondary,no,yes,no,unknown,28,may,199,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,yes,no,unknown,14,may,108,1,-1,0,unknown,no
37,management,single,unknown,no,yes,no,unknown,20,may,247,2,-1,0,unknown,no
56,management,single,secondary,no,yes,no,telephone,9,jul,236,4,-1,0,unknown,no
40,technician,married,secondary,no,yes,no,cellular,4,feb,97,4,196,5,failure,no
40,management,married,tertiary,no,no,no,cellular,14,jul,109,8,-1,0,unknown,no
54,management,married,tertiary,no,yes,no,cellular,2,jun,112,2,-1,0,unknown,no
55,housemaid,married,primary,no,yes,no,unknown,19,jun,15,10,-1,0,unknown,no
55,services,divorced,secondary,yes,yes,no,cellular,22,jul,502,3,-1,0,unknown,no
52,blue-collar,married,primary,no,yes,no,unknown,16,may,30,3,-1,0,unknown,no
55,blue-collar,single,primary,no,yes,no,unknown,2,jun,193,2,-1,0,unknown,no
33,management,married,tertiary,no,yes,no,cellular,13,aug,347,2,-1,0,unknown,no
52,blue-collar,married,unknown,no,yes,no,unknown,15,may,468,2,-1,0,unknown,no
33,services,divorced,secondary,no,yes,no,unknown,27,may,148,1,-1,0,unknown,no
53,admin.,married,secondary,no,no,no,telephone,16,mar,295,1,91,2,success,yes
46,admin.,married,secondary,no,no,no,cellular,26,aug,388,6,-1,0,unknown,yes
44,technician,single,secondary,no,yes,no,cellular,12,aug,1735,4,-1,0,unknown,yes
48,management,divorced,tertiary,no,yes,no,unknown,6,may,339,1,-1,0,unknown,no
50,housemaid,married,secondary,no,yes,no,cellular,13,may,172,1,370,1,failure,no
34,technician,single,secondary,no,yes,yes,cellular,19,nov,117,2,-1,0,unknown,no
38,technician,single,secondary,no,no,yes,unknown,20,jun,587,2,-1,0,unknown,no
42,management,single,tertiary,no,yes,no,cellular,19,nov,501,2,-1,0,unknown,no
32,management,single,tertiary,no,no,no,cellular,14,aug,203,5,84,1,failure,no
58,admin.,married,secondary,no,yes,yes,telephone,25,jul,282,9,-1,0,unknown,no
31,management,married,tertiary,no,no,no,cellular,28,aug,110,5,-1,0,unknown,no
19,student,single,primary,no,no,no,cellular,10,jul,104,2,-1,0,unknown,yes
41,management,married,tertiary,no,no,no,cellular,15,oct,231,1,-1,0,unknown,no
31,unemployed,married,secondary,no,yes,no,unknown,20,may,378,3,-1,0,unknown,no
52,self-employed,single,primary,no,no,yes,cellular,15,jul,193,6,-1,0,unknown,no
42,self-employed,divorced,tertiary,no,yes,no,unknown,24,jun,110,5,-1,0,unknown,no
41,blue-collar,single,secondary,no,yes,no,cellular,12,may,92,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,no,no,cellular,23,jun,1407,1,-1,0,unknown,yes
38,blue-collar,married,secondary,no,yes,yes,cellular,6,feb,168,1,212,2,failure,no
32,management,married,tertiary,no,yes,no,cellular,17,jul,738,3,-1,0,unknown,no
52,technician,married,secondary,no,yes,no,cellular,18,feb,220,1,63,5,failure,yes
48,management,divorced,tertiary,no,yes,no,unknown,27,may,89,2,-1,0,unknown,no
36,management,married,tertiary,no,yes,no,cellular,31,jul,30,29,-1,0,unknown,no
45,unemployed,divorced,primary,no,no,no,cellular,20,apr,103,1,325,4,failure,no
34,technician,married,tertiary,no,yes,yes,unknown,2,jun,70,1,-1,0,unknown,no
36,blue-collar,married,primary,no,yes,no,cellular,20,apr,904,2,-1,0,unknown,yes
34,management,married,tertiary,no,yes,no,cellular,14,may,159,1,367,2,other,no
61,retired,married,secondary,no,no,no,cellular,11,sep,336,1,81,2,other,no
54,services,married,secondary,no,no,no,unknown,19,jun,220,1,-1,0,unknown,no
50,entrepreneur,married,secondary,no,no,no,telephone,17,nov,238,1,-1,0,unknown,no
43,admin.,divorced,secondary,no,yes,no,cellular,21,nov,585,4,191,4,failure,no
47,blue-collar,married,primary,no,no,no,cellular,8,aug,293,3,-1,0,unknown,no
45,services,married,secondary,no,yes,no,unknown,28,may,68,1,-1,0,unknown,no
57,retired,married,primary,no,no,no,unknown,17,jun,97,1,-1,0,unknown,no
27,admin.,married,secondary,no,yes,no,unknown,9,may,1713,1,-1,0,unknown,no
49,unemployed,divorced,secondary,no,no,no,cellular,9,jul,218,3,-1,0,unknown,no
43,services,married,primary,no,yes,no,cellular,14,may,109,1,360,2,failure,no
40,management,married,tertiary,no,yes,no,telephone,21,nov,661,1,-1,0,unknown,no
32,services,single,secondary,no,yes,no,cellular,6,may,145,1,-1,0,unknown,no
58,management,married,primary,no,yes,no,telephone,18,may,54,4,-1,0,unknown,no
34,admin.,single,secondary,no,yes,no,cellular,20,apr,111,1,-1,0,unknown,no
46,technician,divorced,secondary,no,yes,no,unknown,14,may,566,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,no,no,cellular,3,jun,136,1,-1,0,unknown,no
52,blue-collar,married,primary,no,no,no,cellular,4,aug,273,1,-1,0,unknown,no
45,management,married,tertiary,no,no,no,cellular,30,jun,160,1,-1,0,unknown,no
26,management,single,secondary,no,no,no,cellular,28,jul,76,4,-1,0,unknown,no
40,technician,married,tertiary,no,no,no,cellular,19,aug,44,1,-1,0,unknown,no
41,admin.,married,secondary,no,yes,yes,unknown,27,may,239,1,-1,0,unknown,no
47,admin.,single,secondary,no,no,no,cellular,12,jul,250,2,181,4,success,yes
27,technician,single,unknown,no,no,no,cellular,15,jul,792,4,-1,0,unknown,no
27,services,married,secondary,no,yes,no,cellular,23,jul,198,13,-1,0,unknown,no
48,blue-collar,married,secondary,no,yes,no,unknown,6,may,73,1,-1,0,unknown,no
49,admin.,married,secondary,no,no,no,cellular,20,aug,157,3,-1,0,unknown,no
35,blue-collar,married,primary,no,yes,no,cellular,24,jul,90,6,-1,0,unknown,no
47,self-employed,married,secondary,yes,no,no,cellular,5,feb,236,2,-1,0,unknown,no
54,management,married,tertiary,no,no,no,cellular,16,jul,118,5,-1,0,unknown,no
39,management,single,tertiary,no,no,no,telephone,18,nov,40,1,-1,0,unknown,no
28,student,single,secondary,no,yes,no,cellular,17,apr,346,1,-1,0,unknown,no
54,blue-collar,married,primary,no,no,no,unknown,19,jun,200,2,-1,0,unknown,no
34,technician,married,secondary,no,yes,no,cellular,20,apr,187,3,332,3,other,no
63,retired,married,secondary,no,no,no,cellular,11,sep,113,1,80,1,failure,no
42,self-employed,married,tertiary,no,yes,no,unknown,16,may,192,32,-1,0,unknown,no
43,technician,single,secondary,no,no,no,unknown,29,may,92,1,-1,0,unknown,no
37,admin.,married,secondary,no,yes,no,cellular,8,may,682,2,85,7,success,no
55,blue-collar,married,primary,no,no,no,cellular,25,aug,139,9,-1,0,unknown,no
43,management,single,tertiary,no,no,no,cellular,6,aug,501,2,-1,0,unknown,yes
41,blue-collar,married,secondary,yes,no,yes,cellular,24,jul,651,1,-1,0,unknown,yes
47,technician,divorced,secondary,no,yes,no,cellular,18,aug,405,13,-1,0,unknown,no
34,technician,married,secondary,no,yes,no,unknown,23,may,350,1,-1,0,unknown,no
28,student,single,secondary,no,no,no,cellular,8,apr,125,2,-1,0,unknown,no
36,services,married,secondary,no,yes,no,cellular,13,may,36,2,-1,0,unknown,no
50,technician,married,secondary,no,yes,no,cellular,21,nov,35,1,176,1,failure,no
35,blue-collar,married,secondary,no,yes,no,unknown,8,may,389,2,-1,0,unknown,no
40,technician,married,secondary,no,yes,yes,cellular,29,jan,194,1,247,1,failure,no
26,self-employed,single,tertiary,no,no,no,cellular,29,jan,168,3,-1,0,unknown,no
36,management,divorced,tertiary,no,yes,no,unknown,4,jun,347,3,-1,0,unknown,no
59,unemployed,married,primary,no,no,no,cellular,30,jan,3025,2,-1,0,unknown,no
